pcak,k,mode,opa,q,nms,nsel,prec,rec,nvis
24,8,crease,0.60,0.25,0.7,7824,0.4947,0.6898,4320
24,8,crease,0.60,0.40,off,9828,0.5176,0.6812,5525
24,8,crease,0.60,0.40,0.9,8533,0.5093,0.6623,4787
24,8,crease,0.60,0.40,0.7,6538,0.4941,0.6272,3659
24,8,crease,0.60,0.55,off,7371,0.5172,0.5979,4179
24,8,crease,0.60,0.55,0.9,6522,0.5097,0.5785,3693
24,8,crease,0.60,0.55,0.7,5224,0.4964,0.5446,2946
24,8,crease,0.60,0.65,off,5733,0.5131,0.5195,3270
24,8,crease,0.60,0.65,0.9,5158,0.5087,0.5039,2934
24,8,crease,0.60,0.65,0.7,4250,0.4962,0.4801,2402
24,8,crease,0.60,0.75,off,4095,0.5117,0.4384,2342
24,8,crease,0.60,0.75,0.9,3758,0.5043,0.4289,2146
24,8,crease,0.60,0.75,0.7,3194,0.4964,0.4093,1814
24,8,crease,0.70,0.25,off,9835,0.5371,0.6932,5446
24,8,crease,0.70,0.25,0.9,8549,0.5285,0.6742,4726
24,8,crease,0.70,0.25,0.7,6619,0.5083,0.6438,3646
24,8,crease,0.70,0.40,off,7868,0.5299,0.6213,4429
24,8,crease,0.70,0.40,0.9,6964,0.5216,0.6054,3907
24,8,crease,0.70,0.40,0.7,5546,0.5049,0.5780,3092
24,8,crease,0.70,0.55,off,5901,0.5308,0.5477,3345
24,8,crease,0.70,0.55,0.9,5313,0.5228,0.5318,3004
24,8,crease,0.70,0.55,0.7,4366,0.5103,0.5054,2453
24,8,crease,0.70,0.65,off,4590,0.5257,0.4735,2609
24,8,crease,0.70,0.65,0.9,4186,0.5205,0.4632,2373
24,8,crease,0.70,0.65,0.7,3532,0.5084,0.4416,1982
24,8,crease,0.70,0.75,off,3279,0.5262,0.4002,1872
24,8,crease,0.70,0.75,0.9,3038,0.5192,0.3941,1732
24,8,crease,0.70,0.75,0.7,2632,0.5108,0.3791,1493
24,8,crease,0.80,0.25,off,7674,0.5533,0.6228,4269
24,8,crease,0.80,0.25,0.9,6781,0.5465,0.6090,3758
24,8,crease,0.80,0.25,0.7,5386,0.5262,0.5861,2967
24,8,crease,0.80,0.40,off,6140,0.5439,0.5505,3454
24,8,crease,0.80,0.40,0.9,5505,0.5376,0.5393,3087
24,8,crease,0.80,0.40,0.7,4498,0.5208,0.5205,2505
24,8,crease,0.80,0.55,off,4605,0.5466,0.4742,2610
24,8,crease,0.80,0.55,0.9,4201,0.5404,0.4657,2377
24,8,crease,0.80,0.55,0.7,3522,0.5279,0.4474,1974
24,8,crease,0.80,0.65,off,3582,0.5390,0.4096,2026
24,8,crease,0.80,0.65,0.9,3298,0.5347,0.4047,1862
24,8,crease,0.80,0.65,0.7,2825,0.5233,0.3914,1578
24,8,crease,0.80,0.75,off,2558,0.5381,0.3453,1453
24,8,crease,0.80,0.75,0.9,2388,0.5315,0.3411,1352
24,8,crease,0.80,0.75,0.7,2090,0.5224,0.3303,1177
24,8,l1,0.10,0.25,off,42663,0.4278,0.9432,23893
24,8,l1,0.10,0.25,0.9,29073,0.4281,0.9162,16321
24,8,l1,0.10,0.25,0.7,15463,0.4245,0.8450,8662
24,8,l1,0.10,0.40,off,34130,0.4483,0.8864,19501
24,8,l1,0.10,0.40,0.9,24392,0.4459,0.8564,13904
24,8,l1,0.10,0.40,0.7,13564,0.4423,0.7899,7702
24,8,l1,0.10,0.55,off,25598,0.4530,0.7995,14858
24,8,l1,0.10,0.55,0.9,19048,0.4508,0.7710,11044
24,8,l1,0.10,0.55,0.7,11159,0.4476,0.7026,6437
24,8,l1,0.10,0.65,off,19910,0.4530,0.7392,11604
24,8,l1,0.10,0.65,0.9,15287,0.4517,0.7096,8903
24,8,l1,0.10,0.65,0.7,9346,0.4519,0.6463,5425
24,8,l1,0.10,0.75,off,14221,0.4499,0.6509,8357
24,8,l1,0.10,0.75,0.9,11325,0.4467,0.6241,6655
24,8,l1,0.10,0.75,0.7,7415,0.4471,0.5776,4335
24,8,l1,0.30,0.25,off,23979,0.4709,0.8728,13261
24,8,l1,0.30,0.25,0.9,18713,0.4624,0.8461,10394
24,8,l1,0.30,0.25,0.7,12024,0.4503,0.7981,6692
24,8,l1,0.30,0.40,off,19184,0.4770,0.8149,10804
24,8,l1,0.30,0.40,0.9,15404,0.4694,0.7913,8675
24,8,l1,0.30,0.40,0.7,10276,0.4593,0.7463,5781
24,8,l1,0.30,0.55,off,14388,0.4773,0.7238,8215
24,8,l1,0.30,0.55,0.9,11866,0.4700,0.7016,6777
24,8,l1,0.30,0.55,0.7,8188,0.4619,0.6549,4673
24,8,l1,0.30,0.65,off,11191,0.4770,0.6532,6439
24,8,l1,0.30,0.65,0.9,9415,0.4687,0.6288,5416
24,8,l1,0.30,0.65,0.7,6717,0.4635,0.5856,3863
24,8,l1,0.30,0.75,off,7993,0.4762,0.5608,4619
24,8,l1,0.30,0.75,0.9,6907,0.4702,0.5436,3984
24,8,l1,0.30,0.75,0.7,5163,0.4651,0.5132,2991
24,8,l1,0.50,0.25,off,15342,0.5061,0.7893,8492
24,8,l1,0.50,0.25,0.9,12787,0.4956,0.7686,7110
24,8,l1,0.50,0.25,0.7,9152,0.4769,0.7306,5081
24,8,l1,0.50,0.40,off,12273,0.5040,0.7160,6905
24,8,l1,0.50,0.40,0.9,10429,0.4953,0.6978,5878
24,8,l1,0.50,0.40,0.7,7674,0.4805,0.6616,4316
24,8,l1,0.50,0.55,off,9205,0.5019,0.6264,5249
24,8,l1,0.50,0.55,0.9,7958,0.4948,0.6091,4540
24,8,l1,0.50,0.55,0.7,6045,0.4828,0.5770,3433
24,8,l1,0.50,0.65,off,7160,0.5054,0.5532,4104
24,8,l1,0.50,0.65,0.9,6291,0.4972,0.5360,3615
24,8,l1,0.50,0.65,0.7,4892,0.4841,0.5128,2806
24,8,l1,0.50,0.75,off,5114,0.5005,0.4681,2943
24,8,l1,0.50,0.75,0.9,4585,0.4952,0.4579,2642
24,8,l1,0.50,0.75,0.7,3708,0.4846,0.4368,2142
24,8,l1,0.60,0.25,off,12285,0.5241,0.7451,6815
24,8,l1,0.60,0.25,0.9,10456,0.5138,0.7232,5808
24,8,l1,0.60,0.25,0.7,7761,0.4972,0.6869,4301
24,8,l1,0.60,0.40,off,9828,0.5207,0.6585,5530
24,8,l1,0.60,0.40,0.9,8492,0.5118,0.6390,4775
24,8,l1,0.60,0.40,0.7,6427,0.4978,0.6064,3607
24,8,l1,0.60,0.55,off,7371,0.5178,0.5725,4191
24,8,l1,0.60,0.55,0.9,6463,0.5097,0.5554,3667
24,8,l1,0.60,0.55,0.7,5042,0.4976,0.5241,2846
24,8,l1,0.60,0.65,off,5733,0.5197,0.5057,3288
24,8,l1,0.60,0.65,0.9,5110,0.5101,0.4893,2928
24,8,l1,0.60,0.65,0.7,4085,0.4964,0.4654,2330
24,8,l1,0.60,0.75,off,4095,0.5145,0.4219,2351
24,8,l1,0.60,0.75,0.9,3723,0.5077,0.4130,2131
24,8,l1,0.60,0.75,0.7,3091,0.4977,0.3934,1768
24,8,l1,0.70,0.25,off,9835,0.5378,0.6925,5462
24,8,l1,0.70,0.25,0.9,8524,0.5277,0.6725,4737
24,8,l1,0.70,0.25,0.7,6576,0.5112,0.6439,3646
24,8,l1,0.70,0.40,off,7868,0.5332,0.6040,4424
24,8,l1,0.70,0.40,0.9,6905,0.5242,0.5853,3880
24,8,l1,0.70,0.40,0.7,5415,0.5106,0.5591,3029
24,8,l1,0.70,0.55,off,5901,0.5333,0.5235,3360
24,8,l1,0.70,0.55,0.9,5254,0.5245,0.5092,2986
24,8,l1,0.70,0.55,0.7,4232,0.5117,0.4844,2386
24,8,l1,0.70,0.65,off,4590,0.5276,0.4583,2621
24,8,l1,0.70,0.65,0.9,4140,0.5191,0.4448,2367
24,8,l1,0.70,0.65,0.7,3414,0.5099,0.4247,1940
24,8,l1,0.70,0.75,off,3279,0.5241,0.3791,1881
24,8,l1,0.70,0.75,0.9,3011,0.5182,0.3722,1727
24,8,l1,0.70,0.75,0.7,2557,0.5086,0.3573,1466
24,8,l1,0.80,0.25,off,7674,0.5505,0.6121,4272
24,8,l1,0.80,0.25,0.9,6756,0.5420,0.5983,3759
24,8,l1,0.80,0.25,0.7,5370,0.5259,0.5786,2970
24,8,l1,0.80,0.40,off,6140,0.5467,0.5324,3451
24,8,l1,0.80,0.40,0.9,5463,0.5395,0.5183,3068
24,8,l1,0.80,0.40,0.7,4400,0.5255,0.4980,2451
24,8,l1,0.80,0.55,off,4605,0.5459,0.4510,2618
24,8,l1,0.80,0.55,0.9,4154,0.5390,0.4421,2361
24,8,l1,0.80,0.55,0.7,3422,0.5243,0.4241,1923
24,8,l1,0.80,0.65,off,3582,0.5412,0.3922,2033
24,8,l1,0.80,0.65,0.9,3261,0.5347,0.3855,1855
24,8,l1,0.80,0.65,0.7,2748,0.5224,0.3715,1550
24,8,l1,0.80,0.75,off,2558,0.5386,0.3314,1466
24,8,l1,0.80,0.75,0.9,2366,0.5324,0.3271,1356
24,8,l1,0.80,0.75,0.7,2046,0.5200,0.3166,1168
